datetime;P_kW;DRFI
2014-05-09 23:00:00;1116,1878672494402;0,2628076768529312
2014-05-09 23:30:00;1099,1499949597617;0,2632294749240844
2014-05-10 00:00:00;1073,1733534607365;0,25569798513888087
2014-05-10 00:30:00;1038,9402365449853;0,2549977257381346
2014-05-10 01:00:00;997,9302598058941;0,2612580997676664
2014-05-10 01:30:00;952,3161052703588;0,2623177314362406
2014-05-10 02:00:00;904,7974559377803;0,2628073696714122
2014-05-10 02:30:00;858,302293322968;0,27254408059129825
2014-05-10 03:00:00;815,7255415032641;0,2763572751720607
2014-05-10 03:30:00;779,6529240460451;0,2804046316114741
2014-05-10 04:00:00;752,1168184216328;0,28460293217062044
2014-05-10 04:30:00;734,4279452738347;0,2884550890661649
2014-05-10 05:00:00;727,0771398890809;0,28818802276807975
2014-05-10 05:30:00;729,7208872741978;0,28530231833858494
2014-05-10 06:00:00;741,2640745199344;0,28313769395498123
2014-05-10 06:30:00;759,9946260503534;0,28177030470666314
2014-05-10 07:00:00;783,7997978941185;0,2894292316071738
2014-05-10 07:30:00;810,388373250324;0,30635398939810526
2014-05-10 08:00:00;837,5305789848532;0,3090722811588418
2014-05-10 08:30:00;863,2469267366326;0,30891850708574997
2014-05-10 09:00:00;885,9419821798409;0,3090434630824277
2014-05-10 09:30:00;904,5300371186235;0,3155123061304026
2014-05-10 10:00:00;918,4320532556642;0,31565408737073597
2014-05-10 10:30:00;927,5442458923291;0,3155741225800349
2014-05-10 11:00:00;932,1426325136058;0,3214207362660966
2014-05-10 11:30:00;932,7640790111514;0,32004988082799596
2014-05-10 12:00:00;930,0886257583401;0,31877571086756196
2014-05-10 12:30:00;924,8216075958231;0,31783092316815587
2014-05-10 13:00:00;917,6471865885817;0,32339839328016884
2014-05-10 13:30:00;909,1997220875635;0,3228900238384636
2014-05-10 14:00:00;900,0514264063424;0,3224645675273247
2014-05-10 14:30:00;890,7288899726561;0,3220414491059958
2014-05-10 15:00:00;881,7781567280583;0,32780071436579694
2014-05-10 15:30:00;873,80562282726;0,3271856068770144
2014-05-10 16:00:00;867,5151915294218;0,33264948723793963
2014-05-10 16:30:00;863,648332573829;0,331661644974193
2014-05-10 17:00:00;862,9651231308655;0,329931462203244
2014-05-10 17:30:00;866,1453303262491;0,3344172309785053
2014-05-10 18:00:00;873,7108949852129;0,33297846690509136
2014-05-10 18:30:00;885,8952532581309;0,33192465529927473
2014-05-10 19:00:00;902,5307083911116;0,3375614751406572
2014-05-10 19:30:00;922,9481614487489;0,33743079220450756
